name,openHoursPerWeek,ECP,dhb-region,latitude,longitude,depot
Chemist Warehouse Centre Place,91.0,True,Waikato,-37.785826,175.28026620000003,Community
Chemist Warehouse Chartwell,79.0,True,Waikato,-37.750353,175.2788163,Community
Chemist Warehouse Flat Bush,89.0,True,CM Health,-36.9648928,174.9024469,Community
Chemist Warehouse Fraser Cove,77.0,True,Bay of Plenty,-37.711808018422275,176.15213814472082,Community
Chemist Warehouse Glen Innes,91.0,True,Central Auckland,-36.8744099,174.85333179999998,Community
Chemist Warehouse Hastings,91.0,True,Hawkes Bay,-39.6417861,176.8493814,Community
Chemist Warehouse Glenfield Mall,91.0,False,Waitematā DHB,-36.78204139999999,174.7220515,Community
Chemist Warehouse Henderson,91.0,True,Waitematā DHB,-36.8818969,174.6351565,Community
Chemist Warehouse Hornby ,84.0,True,Canterbury,-43.5419784,172.5241085,Community
Chemist Warehouse Hunters Plaza,77.0,True,CM Health,-36.9709915,174.86033080000004,Community
Chemist Warehouse Kilbirnie,91.0,True,Wellington,-41.3185228,174.7950308,Community
Chemist Warehouse Meridian Mall,82.0,True,Southern,-45.87021809999999,170.505518,Community
Chemist Warehouse Milford,75.0,True,Waitematā DHB,-36.7720008,174.7661176,Community
Chemist Warehouse Nelson Junction,84.0,True,Nelson Marlborough,-41.2992466,173.2399233,Community
Chemist Warehouse Okara Park,91.0,True,Northland,-35.7317718,174.3267202,Community
Chemist Warehouse Onehunga,80.0,True,Central Auckland,-36.9224856,174.7861774,Community
Chemist Warehouse Ormiston,72.5,False,CM Health,-36.96472610000001,174.9127031,Community
Woolworths Pharmacy Petone,42.5,True,Hutt,-41.22327990000001,174.87196070000005,Community
Chemist Warehouse Pakuranga,72.5,True,CM Health,-36.91082370000001,174.8715457,Community
Chemist Warehouse Papanui,91.0,True,Canterbury,-43.4937129,172.6066281,Community
Chemist Warehouse Porirua,91.0,True,Wellington,-41.1300105,174.838066,Community
Chemist Warehouse Queenstown Town Centre,91.0,True,Southern,-45.0320268,168.6591359,Community
Chemist Warehouse Pukekohe Town Centre,71.5,True,CM Health,-37.1987769,174.9036228,Community
Chemist Warehouse Rolleston,84.0,True,Canterbury,-43.5950232,172.3861574,Community
Chemist Warehouse Ratanui Street,70.5,True,Waitematā DHB,-36.877991460329746,174.63242816552702,Community
Chemist Warehouse Silverdale,70.5,True,Waitematā DHB,-36.6136569,174.67908490000002,Community
Chemist Warehouse Rotorua ,84.0,True,Lakes,-38.139667,176.2485532,Community
Chemist Warehouse Springlands,77.0,True,Nelson Marlborough,-41.5076895,173.9233506,Community
Chemist Warehouse South City Shopping Centre,91.0,True,Canterbury,-43.53836699999999,172.63529500000004,Community
Chemist Warehouse Sylvia Park,84.0,True,Central Auckland,-36.9135005,174.8407995,Community
Chemist Warehouse St Lukes,91.0,True,Central Auckland,-36.8844385,174.73187170000006,Community
Chemist Warehouse Ronwood Centre,87.0,True,CM Health,-36.9894158,174.8794423,Community
Chemist Warehouse Timaru Showgrounds,75.0,True,South Canterbury,-44.3717809,171.2423147,Community
Chemist Warehouse The Valley,91.0,True,Taranaki,-39.0468955,174.1158224,Community
Chemist Warehouse Wairau Valley,75.0,True,Waitematā DHB,-36.77902960000001,174.742146,Community
Chemist Warehouse Warkworth ,77.0,False,Waitematā DHB,-36.4420509,174.5820466,Community
Chemist Warehouse Westfield Manukau,91.0,True,CM Health,-36.990874450361204,174.88170644254473,Community
Chemist Warehouse Westfield Newmarket,91.0,True,Central Auckland,-36.871756,174.77673779999998,Community
Chemist Warehouse Westgate,91.0,True,Waitematā DHB,-36.81704690000001,174.6099514,Community
Chemist Warehouse Whanganui,70.5,True,Whanganui,-39.9348178,175.0552524,Community
Chemist Warehouse Westgate Lifestyle Centre,73.5,True,Waitematā DHB,-36.8137,174.6095405,Community
Dannevirke Wellness Pharmacy ,40.0,True,MidCentral,-40.2122754,176.0978538,Community
Lagans Pharmacy,46.5,True,Hutt,-41.1248732,175.06629280000004,Community
Unichem Onerahi Pharmacy,48.5,True,Northland,-35.755039,174.36810530000002,Community
Te Puna Pharmacy,45.0,True,Bay of Plenty,-37.6954299,176.0731788,Community
Nawton Pharmacy,43.75,True,Waikato,-37.78046090000001,175.23733779999998,Community
Pharmacy @ Carefirst,51.5,True,Taranaki,-39.0740728,174.05950669999993,Community
Hillmorton Pharmacy,45.0,True,Canterbury,-43.55428670000001,172.5941057,Community
Masterton Medical Pharmacy,66.0,True,Wairarapa,-40.94808769999999,175.67772509999998,Community
Patea  Pharmacy,42.5,True,Taranaki,-39.7562441,174.47394310000004,Community
Riverton Pharmacy,42.5,True,Southern,-46.3517829,168.0137522,Community
Napier Balmoral Pharmacy,58.5,True,Hawkes Bay,-39.49483159999999,176.91330900000003,Community
Wanaka Pharmacy,68.0,True,Southern,-44.69620630000001,169.1357412,Community
Longhurst Pharmacy Halswell,45.0,True,Canterbury,-43.5761593,172.54616569999996,Community
Taihape Pharmacy,40.0,True,Whanganui,-39.6775086,175.798456,Community
Unichem Fred Thomas Pharmacy,42.5,True,Waitematā DHB,-36.79090259939377,174.76317465305328,Community
Unichem 115 Queen St. Pharmacy,59.0,True,Central Auckland,-36.8465059,174.7658598,Community
Tui Pharmacy Borman Road ,40.0,True,Waikato,-37.7198023,175.2413188,Community
Kaikoura Pharmacy,42.5,True,Canterbury,-42.4005622,173.68144619999998,Community
Pokeno Pharmacy,40.0,True,Waikato,-37.247354,175.02396049999993,Community
Redwood Pharmacy,50.0,False,Canterbury,-43.47816829999999,172.6173513,Community
Napier Pharmacy,58.0,False,Hawkes Bay,-39.4954142,176.9125887,Community
Life Pharmacy Taupo,56.0,True,Lakes,-38.6881389,176.07105,Community
Stonefields Pharmacy,47.0,False,Central Auckland,-36.8867854,174.84482830000002,Community
Balmac Pharmacy,42.5,True,Southern,-45.8573735,170.47819819999995,Community
Pharmacy @ Ferrymead,54.5,True,Canterbury,-43.5568743,172.70126779999998,Community
Te Rau Rongoā ki Ruahine - Pharmacy on Ruahine (Palmerston North Hospital Pharmacy),45.5,True,MidCentral,-40.33893860000001,175.62062079999998,Community
Havelock Healthcare Depot,46.0,False,Nelson Marlborough,-41.2789021,173.76670680000007,Depot
Mahia Road Pharmacy,42.5,True,CM Health,-37.0374844,174.88871629999994,Community
Ascot Pharmacy,95.0,True,Central Auckland,-36.8876102,174.8006452,Community
Unichem Orrs Pharmacy Tui,45.0,True,Northland,-35.739766,174.2829154,Community
Pyes Pa Pharmacy,45.0,True,Bay of Plenty,-37.7424922,176.12280859999998,Community
St Heliers Pharmacy,65.0,True,Central Auckland,-36.8514166,174.85738609999999,Community
Strathmore Park Pharmacy,51.5,True,Wellington,-41.32462659999999,174.82085140000004,Community
Paraparaumu Beach Pharmacy,46.5,True,Wellington,-40.8939678,174.98128210000004,Community
Tui Pharmacy Parkwood ,42.5,True,Waikato,-37.748637,175.29345020000005,Community
Te Kauwhata Pharmacy,42.5,True,Waikato,-37.40376020000001,175.14348140000004,Community
Unichem Orrs Pharmacy Kaikohe,48.5,True,Northland,-35.4050319,173.80464089999998,Community
Dunedin City Pharmacy,42.5,True,Southern,-45.8746638,170.50330180000003,Community
Unichem Glendene Pharmacy,50.5,True,Waitematā DHB,-36.8870368,174.64445479999995,Community
John Hogg Pharmacy 2015,50.5,True,CM Health,-36.9690078,174.79892770000004,Community
Lumsden Prescription and Gift Centre,35.0,False,Southern,-45.7393325,168.44161140000006,Community
Unichem Glenview Medical Pharmacy,42.5,True,Waikato,-37.8168604,175.28300209999998,Community
Kaiapoi North Pharmacy,48.0,True,Canterbury,-43.3814253,172.65806079999993,Community
Unichem Peter Boles Pharmacy,42.5,True,CM Health,-37.020485685455874,174.86460506916046,Community
Remuera Pharmacy,49.5,True,Central Auckland,-36.8807607,174.79802829999994,Community
Unichem Warkworth Pharmacy,51.5,True,Waitematā DHB,-36.3993913,174.66614549999997,Community
Bruce Amies Pharmacy,45.5,True,Central Auckland,-36.887636,174.68439009999997,Community
Waitakere Hospital Outpatients Pharmacy,45.0,True,Waitematā DHB,-36.869304944873,174.6293592453003,Community
Pahurehure Pharmacy,37.0,True,CM Health,-37.067553,174.93090900000004,Community
Woolworths Pharmacy Waiata Shores,77.0,True,CM Health,-37.0360492,174.9078536,Community
Dispensary Plus Pharmacy Birkenhead,40.0,True,Waitematā DHB,-36.8135292,174.72638059999997,Community
Gladstone Pharmacy (Invercargill),42.5,True,Southern,-46.394977,168.34775739999998,Community
MaxCare Pharmacy Ltd,47.5,True,Central Auckland,-36.94132569999999,174.84047839999994,Community
Unichem Taieri Pharmacy,52.5,True,Southern,-45.87395350589714,170.34811187003697,Community
Unichem Botany Pharmacy,49.5,True,CM Health,-36.932606781491295,174.9132227897644,Community
Unichem Taumarunui Pharmacy,45.5,True,Waikato,-38.8833156,175.2636089,Community
Ohakune Healthcare Depot,41.5,False,Whanganui,-39.4171875,175.39932290000002,Depot
Greenwood Street Pharmacy,44.0,True,Nelson Marlborough,-41.1098694,173.01212829999997,Community
Unichem Orrs Pharmacy Ruakaka,49.0,True,Northland,-35.8743103,174.45566159999998,Community
Halswell Pharmacy,47.5,True,Canterbury,-43.5743839,172.56777639999996,Community
After Hours Pharmacy,84.0,True,Wellington,-41.302008,174.7797243,Community
Sylvan Bank Pharmacy,45.5,True,Southern,-46.408714,168.36451450000004,Community
Eden Park Pharmacy,44.16666666666667,False,Central Auckland,-36.8778786,174.74095750000004,Community
Anderson's Exchange Pharmacy,47.5,True,Southern,-45.87751669999999,170.50015859999996,Community
Bargain Chemist Hornby,84.0,True,Canterbury,-43.5426849,172.5302507,Community
Bargain Chemist Manukau,84.0,True,CM Health,-36.990080788675776,174.87258048347803,Community
Bargain Chemist Eastgate,70.0,True,Canterbury,-43.53242170908535,172.67531937196225,Community
Bargain Chemist George Street (Dunedin),84.0,True,Southern,-45.8699743,170.5061753,Community
Bargain Chemist New Plymouth Central,70.0,True,Taranaki,-39.0562285,174.0825008,Community
Bargain Chemist Mt Roskill,84.0,False,Central Auckland,-36.9148499,174.7552095,Community
Bargain Chemist Northwood,84.0,True,Canterbury,-43.4603122,172.6237238,Community
Bargain Chemist Pakuranga,84.0,True,CM Health,-36.91331350000001,174.8712569,Community
Bargain Chemist Papanui,84.0,True,Canterbury,-43.4910028,172.602291,Community
Bargain Chemist Pinehill,84.0,True,Waitematā DHB,-36.731784899999994,174.72065192192835,Community
Bargain Chemist Porirua,78.0,True,Wellington,-41.1306261,174.8390671,Community
Bargain Chemist Rangiora,62.0,True,Canterbury,-43.3056348,172.5946384,Community
Bargain Chemist Pukekohe,77.0,True,CM Health,-37.2113873,174.9109722,Community
Bargain Chemist Rolleston ,73.0,True,Canterbury,-43.59250374138958,172.38432676115656,Community
Bargain Chemist Shirley,84.0,True,Canterbury,-43.4938866,172.66012890000002,Community
Bargain Chemist Te Awamutu,68.0,True,Waikato,-38.0092494,175.3209374,Community
Bargain Chemist Tower Junction,80.0,True,Canterbury,-43.5401978,172.6054558,Community
Bargain Chemist Wellington,78.0,True,Wellington,-41.29082319999999,174.77652369999998,Community
Bargain Chemist Westgate,84.0,True,Waitematā DHB,-36.8128136,174.6010766,Community
Bargain Chemist Whanganui,64.0,False,Whanganui,-39.9361555,175.0535241025208,Community
Bargain Chemist Whangaparāoa,84.0,True,Waitematā DHB,-36.6363653,174.74791979999998,Community
Owles Unichem Pharmacy - Naenae,51.5,True,Hutt,-41.1986618,174.94873229999996,Community
Unichem Total Health Pharmacy,51.5,True,Bay of Plenty,-37.9522433,176.99271850000002,Community
Orrs Kowhai Pharmacy,43.75,True,Northland,-35.7229913,174.3161963,Community
Eastbourne Pharmacy,51.5,True,Hutt,-41.29025120000001,174.89790859999994,Community
Green Island Boutique Pharmacy,42.5,True,Southern,-45.9017388,170.4295366,Community
Pharmacy 53 Ltd,73.0,True,Tairawhiti,-38.6522689,178.02931939999996,Community
Ray Pharmacy Meadowbank,57.75,True,Central Auckland,-36.87587749999999,174.82816460000004,Community
Selwyn Village Pharmacy,45.0,False,Canterbury,-43.5481628,172.6220469,Community
Urban Pharmacy Papakura,42.5,True,CM Health,-37.0636675,174.94278540000005,Community
Lincoln Mall Pharmacy,53.5,True,Waitematā DHB,-36.8566378,174.62956410000004,Community
Raglan Pharmacy,44.0,True,Waikato,-37.7996553,174.86859359999994,Community
Unichem Meadowlands Pharmacy,60.0,True,CM Health,-36.9135767,174.92872020000004,Community
Unichem Greenhithe Pharmacy,52.5,True,Waitematā DHB,-36.7757676,174.6702335,Community
Unichem Botany Junction Pharmacy,59.0,True,CM Health,-36.9650376,174.90342280000004,Community
Unichem Browns Bay,62.5,True,Waitematā DHB,-36.7144938,174.74821499999996,Community
Dannevirke Pharmacy,46.5,True,MidCentral,-40.2093114,176.09717980000005,Community
Ngaruawahia Pharmacy,40.0,True,Waikato,-37.6661066,175.1488789,Community
Unichem Hobsonville Pharmacy,64.5,True,Waitematā DHB,-36.7979235,174.6485436,Community
Akaroa Pharmacy,47.5,True,Canterbury,-43.8084776,172.9635422,Community
Sanders Pharmacy,64.5,True,Waikato,-38.0067611,175.3388251,Community
Unichem Albany Mega Centre Pharmacy,61.0,True,Waitematā DHB,-36.7294937,174.70401909999998,Community
Unichem Alexandra Pharmacy,52.5,True,Southern,-45.2556751,169.39255939999998,Community
Unichem Lincoln Road Pharmacy,49.5,True,Canterbury,-43.5528734,172.5965675,Community
Life Pharmacy Papakura,53.5,True,CM Health,-37.0592735,174.94160250000004,Community
Bay Pharmacy Motueka,52.0,True,Nelson Marlborough,-41.1103682,173.01140869999995,Community
Bethlehem Pharmacy,49.0,True,Bay of Plenty,-37.6957574,176.11016159999997,Community
Woolworths Pharmacy Church Corner,77.0,True,Canterbury,-43.5327247,172.57301710000002,Community
Unichem The Mall Pharmacy,57.0,True,Lakes,-38.140970986257976,176.2514841556549,Community
The Capsule Pharmacy,43.0,False,CM Health,-37.1025629,174.95136950000006,Community
Waimauku Pharmacy - Station Road,45.0,True,Waitematā DHB,-36.76812039999999,174.49287800000002,Community
Unichem Mangere East Pharmacy,62.0,True,CM Health,-36.9665258,174.82512250000002,Community
Eastmed Pharmacy,51.0,True,Central Auckland,-36.8621229,174.8588211,Community
Te Aroha Pharmacy,46.0,True,Waikato,-37.5426356,175.7117399,Community
Opotiki Pharmacy,57.5,True,Bay of Plenty,-38.00523469999999,177.2847276,Community
Eastern Pharmacy Aranui,49.0,True,Canterbury,-43.5172734,172.7021029,Community
Unichem Waikiwi Pharmacy,48.0,True,Southern,-46.3771612,168.3470402,Community
Life Pharmacy Merivale,60.0,True,Canterbury,-43.5123107,172.62156230000005,Community
Unichem Quins Gore Pharmacy,48.0,True,Southern,-46.10132460000001,168.9438404,Community
Tui Ora Pharmacy,41.5,True,Taranaki,-39.0686943,174.06794809999997,Community
Onehunga Family Pharmacy,46.5,True,Central Auckland,-36.9234708,174.78566980000005,Community
Botany Superclinic Pharmacy Kiwi Chemist,98.0,True,CM Health,-36.9223969,174.91370040000004,Community
Unichem High Street Pharmacy,47.5,True,Hutt,-41.21067300000001,174.9002448,Community
Edgecumbe Pharmacy,42.0,True,Bay of Plenty,-37.9747848,176.82757349999997,Community
Unichem Westcity Pharmacy,67.5,True,Waitematā DHB,-36.880822,174.63275999999996,Community
Anglesea Pharmacy,90.0,True,Waikato,-37.79256728116026,175.28310811667177,Community
Unichem Mt Smart Pharmacy,41.25,True,Central Auckland,-36.9148413,174.80111750000003,Community
Unichem Manurewa Pharmacy,49.0,True,CM Health,-37.0219826,174.89711179999995,Community
Central Feilding Pharmacy,48.0,True,MidCentral,-40.2270525,175.56358,Community
McGlashen Pharmacy Ltd,48.0,True,Nelson Marlborough,-41.3405817,173.1842105,Community
Flat Bush Medical Centre Pharmacy,40.0,True,CM Health,-36.97489789999999,174.92300139999998,Community
Oxford Pharmacy,45.0,True,Canterbury,-43.2982071,172.1925963,Community
Unichem Sunnynook Pharmacy,59.0,True,Waitematā DHB,-36.7587156,174.74128500000006,Community
Life Pharmacy Queensgate,64.5,True,Hutt,-41.2099569,174.9064448,Community
Millwater Parkway Pharmacy,48.0,True,Waitematā DHB,-36.5981918,174.67762219999997,Community
Marchwiel Pharmacy,42.5,True,South Canterbury,-44.3788802,171.2294121,Community
Life Pharmacy Nelson City,55.5,True,Nelson Marlborough,-41.27300319999999,173.28421990000004,Community
Waipawa Pharmacy,43.5,True,Hawkes Bay,-39.9440661,176.5869543,Community
Balmoral Pharmacy,63.0,True,Central Auckland,-36.88926662877921,174.74655836820602,Community
Glenavon Kiwi Chemist,49.0,True,Central Auckland,-36.9063797,174.70190100000002,Community
Unichem Westown Pharmacy,48.0,True,Taranaki,-39.071579,174.0621954,Community
Waihemo Pharmacy,42.5,True,Southern,-45.48472760000001,170.71578439999996,Community
Hataitai Pharmacy,45.5,True,Wellington,-41.3043254,174.7937941,Community
Newton Pharmacy,65.0,True,Central Auckland,-36.8574319,174.7580051,Community
Gees Pharmacy,52.0,True,Hawkes Bay,-39.53599699999999,176.8480463,Community
Wellsford Pharmacy,49.5,True,Waitematā DHB,-36.2951177,174.5233285,Community
Unichem Whanganui Pharmacy,60.0,True,Whanganui,-39.9317726,175.0218188,Community
Unichem Eastgate Pharmacy,63.5,True,Canterbury,-43.53242170908535,172.67531937196225,Community
Unichem Hamilton Pharmacy,87.5,True,Waikato,-37.7914843,175.2827947,Community
The Pharmacy @ The Hastings Health Centre,84.0,True,Hawkes Bay,-39.6374993,176.8443675,Community
Ohope Beach Pharmacy,53.5,True,Bay of Plenty,-37.972356,177.05840090000004,Community
Phoenix Pharmacy 2001,54.0,True,Bay of Plenty,-37.9543265,176.9936754,Community
Mercury Bay Pharmacy,49.5,True,Waikato,-36.8335805,175.70492539999998,Community
Unichem Onehunga Centre Pharmacy,55.0,True,Central Auckland,-36.9233319,174.7836727,Community
Wairoa Pharmacy,47.5,True,Hawkes Bay,-39.03411619290385,177.41838455200195,Community
Unichem Simon's Pharmacy,49.0,True,Wellington,-41.16983219999999,174.82458129999998,Community
Silverstream Pharmacy,55.5,True,Hutt,-41.147726,175.01178800000002,Community
Mahora Pharmacy,45.5,True,Hawkes Bay,-39.6287561,176.8502045,Community
Unichem Mangere Medical Pharmacy,50.0,True,CM Health,-36.9567364,174.83386180000002,Community
Unichem Bishopdale Pharmacy,54.0,True,Canterbury,-43.4887925,172.5874003,Community
Waipapa Unichem Pharmacy,40.0,True,Northland,-35.2105923,173.9182027,Community
Unichem Kerikeri Pharmacy,49.0,True,Northland,-35.2283886,173.94781910000006,Community
Unichem Kerimed Pharmacy,40.0,True,Northland,-35.2325377,173.9451328,Community
Life Pharmacy Birkenhead,62.0,True,Waitematā DHB,-36.81225850000001,174.72502889999998,Community
Unichem Main Street Pharmacy,60.5,True,CM Health,-36.8936851,174.93084010000007,Community
Woolworths Pharmacy Bayfair,59.0,True,Bay of Plenty,-37.674788820835964,176.22412778558203,Community
Burns Pharmacy,45.5,False,Hutt,-41.226348,174.88128489999997,Community
Unichem Munroe St. Pharmacy,66.0,True,Hawkes Bay,-39.4941981,176.9149348,Community
Marshlands Family Pharmacy,45.0,True,Canterbury,-43.4748818,172.65925219999997,Community
Life Pharmacy Johnsonville,59.0,True,Wellington,-41.2238274,174.8062711,Community
Mangawhai Pharmacy,51.5,True,Northland,-36.094948,174.58742800000005,Community
Alberton Pharmacy,42.5,True,Central Auckland,-36.8850218,174.73570369999993,Community
HealthWorks Pharmacy Depot - Hanmer Springs,0.0,False,Canterbury,-42.5201144,172.8291921,Depot
Library Lane Pharmacy,48.0,True,Waitematā DHB,-36.7262924,174.69611229999998,Community
Pharmacy 257,42.5,True,Bay of Plenty,-37.6411737,176.18504970000004,Community
Antidote Cromwell,48.0,True,Southern,-45.0373503,169.19655769999997,Community
Antidote Gardens,47.5,True,Southern,-45.8549341,170.5187562,Community
Antidote Macandrew,40.0,True,Southern,-45.89713,170.49892599999998,Community
Antidote Octagon,42.5,True,Southern,-45.8736001,170.5041463,Community
Antidote Queenstown,61.0,True,Southern,-45.0128748,168.74337689999993,Community
Antidote Lake Dunstan,40.0,True,Southern,-45.0365052,169.1972962,Community
Unichem Cuba Mall Pharmacy,65.0,True,Wellington,-41.2928652,174.77571880000005,Community
Hinemoa Pharmacy,46.5,True,Lakes,-38.1378563,176.24799380000002,Community
Christchurch South Pharmacy (Hardings Pharmacy),46.25,True,Canterbury,-43.5560969,172.63659719999998,Community
Cashmere Pharmacy,45.0,True,Canterbury,-43.5667997,172.64677140000003,Community
Unichem Southend Pharmacy,61.0,True,Wairarapa,-40.9519464,175.65789259999997,Community
Unichem Upper Hutt Pharmacy,57.0,False,Hutt,-41.1254813,175.058222,Community
Vogel Street Pharmacy,61.5,True,MidCentral,-40.3315054,175.6313169,Community
Unichem Lychgate Pharmacy ,50.5,True,Wellington,-41.311616,174.778965,Community
Unichem Milford Pharmacy,50.0,True,Waitematā DHB,-36.77290120000001,174.76527450000003,Community
Unichem Greerton Pharmacy,48.5,True,Bay of Plenty,-37.7263859,176.13331010000002,Community
Allevia Pharmacy,40.5,False,Central Auckland,-36.8733367,174.7699663,Community
Russell Health - Pharmacy Depot,38.0,False,Northland,-35.2624695,174.122585,Depot
Unichem Cherrywood Pharmacy,49.5,True,Bay of Plenty,-37.668327815126354,176.1399096250534,Community
Woolston Pharmacy,42.5,True,Canterbury,-43.5489924,172.68288529999995,Community
Unichem Grey Street Pharmacy,46.5,True,Waikato,-37.7929653,175.2934705,Community
Unichem Papakura Pharmacy,49.0,True,CM Health,-37.0651675,174.94372169999997,Community
Lockington's Original Pharmacy,63.0,True,Central Auckland,-36.9003889,174.72083580000003,Community
Woolworths Pharmacy Greville Road,77.0,True,Waitematā DHB,-36.7307367,174.7228001,Community
Hill Road Pharmacy,40.0,True,CM Health,-37.02049969999999,174.8971001,Community
Lockington's Medical Centre Pharmacy,47.5,True,Central Auckland,-36.9000168,174.72104060000004,Community
Clark's Pharmacy Limited,45.5,True,Waikato,-37.3917166,175.84041920000004,Community
Unichem Greenlane Pharmacy,51.5,True,Central Auckland,-36.8916055,174.79499450000003,Community
Unichem Burwood Hospital Pharmacy,42.5,True,Canterbury,-43.47935080000001,172.68199170000003,Community
Panmure Pharmacy,45.0,True,Central Auckland,-36.9009279,174.85735060000002,Community
Unichem Belfast Pharmacy,51.5,True,Canterbury,-43.44468639999999,172.63287760000003,Community
Robertsons Hunter Street Pharmacy,42.5,True,Taranaki,-39.5863523,174.2668625,Community
Unichem Rosedale Pharmacy,60.0,True,Waitematā DHB,-36.74282649999999,174.695961,Community
Unichem Otahuhu Mainstreet Pharmacy,46.5,True,Central Auckland,-36.94542149999999,174.84453439999993,Community
Chapel Park Pharmacy,46.75,True,CM Health,-36.9666943,174.90575590000003,Community
Rauru Pharmacy,37.5,True,Tairawhiti,-38.6740758,178.051088,Community
Snells Beach Pharmacy,48.5,True,Waitematā DHB,-36.42438599999999,174.7276455,Community
Unichem Stantons Pharmacy Halswell,49.0,True,Canterbury,-43.57974859999999,172.56692980000003,Community
Unichem Richardson Road Pharmacy,56.5,True,Central Auckland,-36.9132158,174.72797960000003,Community
Unichem Torbay Pharmacy,54.0,True,Waitematā DHB,-36.6954981,174.7515494,Community
Taiwhenua Pharmacy,43.75,True,Hawkes Bay,-39.62235069999999,176.8153549,Community
Sean Shivnan Pharmacy,63.5,True,Tairawhiti,-38.655503,178.0077256,Community
Unichem Elmwood Pharmacy,45.0,True,Canterbury,-43.50974979999999,172.6066399,Community
Family Health Pharmacy (Tuakau),47.5,True,Waikato,-37.257874,174.94671070000004,Community
Pharmacy Now,42.5,True,Canterbury,-43.5477785,172.561616,Community
Community Pharmacy Linwood,42.5,True,Canterbury,-43.53243399999999,172.6714,Community
Unichem Ponsonby Pharmacy,63.5,True,Central Auckland,-36.84825850000001,174.74431019999997,Community
Pharmacy on Hurstmere (formerly Takapuna Clinic Pharmacy),45.0,True,Waitematā DHB,-36.7863919,174.77311209999993,Community
Kawakawa Pharmacy,45.0,True,Northland,-35.380107,174.06775300000004,Community
Unichem Metro Pharmacy Bethlehem,55.5,True,Bay of Plenty,-37.6936623,176.10962900000004,Community
Porirua Pharmacy,48.0,True,Wellington,-41.1391833,174.85000220000006,Community
Life Pharmacy Kapiti Coast,52.0,True,Wellington,-40.9159633,175.0066267,Community
Unichem Kopata Pharmacy,42.5,False,Hutt,-41.2088214,174.90865280000003,Community
Beckford Health Pharmacy,45.0,True,Canterbury,-43.55840155,172.65575502846855,Community
Newton A-Z Pharmacy,42.0,True,Central Auckland,-36.8579533,174.75688560000003,Community
Unichem Fenwicks Pharmacy,52.5,True,Canterbury,-43.38309719999999,172.65671229999998,Community
Gonville Pharmacy,42.5,True,Whanganui,-39.9392189,175.03386550000005,Community
Northcote Family Pharmacy,47.5,False,Waitematā DHB,-36.8011217,174.7457822,Community
Tarawera Pharmacy,41.25,True,Bay of Plenty,-38.0905239,176.7007655,Community
Woolworths Pharmacy Browns Bay,63.0,True,Waitematā DHB,-36.7168984,174.7466438,Community
NorthCare Thomas Road Pharmacy,46.25,True,Waikato,-37.73098749999999,175.27527020000002,Community
Dee Street Pharmacy,45.5,True,South Canterbury,-44.3956866,171.24777219999999,Community
Life Pharmacy Chartwell,64.0,True,Waikato,-37.750353,175.2788163,Community
Woolworths Pharmacy Cambridge,59.0,True,Waikato,-37.8924781,175.47002240000006,Community
Unichem Excelsa Pharmacy,49.75,True,Bay of Plenty,-37.7182062,176.3425531,Community
Unichem Olsen's Pharmacy,49.0,True,West Coast,-42.4497378,171.2106761,Community
Naenae Pharmacy Ltd,49.0,True,Hutt,-41.19848959999999,174.9476704,Community
Liddells Pharmacy,48.5,True,CM Health,-37.2005486,174.90268609999998,Community
Unichem Tuakau Pharmacy,48.5,True,Waikato,-37.2601873,174.94639670000004,Community
Titirangi Pharmacy,52.0,True,Waitematā DHB,-36.937908,174.65662129999998,Community
New Lynn West Pharmacy,49.0,True,Waitematā DHB,-36.9144178,174.67128630000002,Community
Lakes Care Day Night Pharmacy,91.0,True,Lakes,-38.1351418,176.25131139999996,Community
Unichem Pharmacy Lynnmall,69.0,True,Waitematā DHB,-36.9078599,174.6852085,Community
K-Town Pharmacy,40.0,True,Bay of Plenty,-38.0861347,176.70316130000003,Community
Life Pharmacy North City,65.0,True,Wellington,-41.1365273,174.8388641,Community
Māpua Pharmacy,46.0,True,Nelson Marlborough,-41.25305719999999,173.09564890000001,Community
Ropata Pharmacy,50.0,True,Hutt,-41.2037162,174.91669520000005,Community
Unichem Mairangi Bay Pharmacy,55.5,True,Waitematā DHB,-36.7383326,174.75349719999997,Community
Woolworths Pharmacy Dunedin South ,59.0,True,Southern,-45.8921702,170.5031765,Community
Unichem Stortford Lodge Pharmacy,51.0,True,Hawkes Bay,-39.6305549,176.8318274,Community
Waitangirua Pharmacy,45.0,True,Wellington,-41.1305899,174.8800268,Community
ibuy pharmacy,63.0,True,CM Health,-37.1902944,174.9033244,Community
Henderson Medical Centre Pharmacy,58.0,True,Waitematā DHB,-36.8809061,174.6377966,Community
Darfield Pharmacy,48.0,True,Canterbury,-43.48931950000001,172.10996980000004,Community
Netherby Pharmacy,42.5,True,Canterbury,-43.9033321,171.76257520000001,Community
Waverley Pharmacy,45.0,True,Southern,-45.88560220000001,170.52808519999996,Community
Healthcare Pharmacy Rosedale,73.0,True,Waitematā DHB,-36.7366451,174.7250436,Community
Unichem All Seasons Pharmacy,54.0,True,Waitematā DHB,-36.8625893,174.64841230000002,Community
Unichem Adamson's Pharmacy,53.5,True,Bay of Plenty,-37.9609997,176.9819936,Community
Meadowbank Corner Chemist,46.0,True,Central Auckland,-36.87333599999999,174.82886359999998,Community
Burwood Pharmacy,43.0,True,Canterbury,-43.4953877,172.68846280000002,Community
